model,dataset,noise,agent_num,accuracy
Qwen3-14B,multiarith,punctuation_30,20,0.9944444444444445
Qwen3-14B,multiarith,punctuation_30,25,0.9944444444444445
Qwen3-14B,multiarith,punctuation_50,1,0.9555555555555556
Qwen3-14B,multiarith,punctuation_50,5,0.9833333333333333
Qwen3-14B,multiarith,punctuation_50,10,0.9888888888888889
Qwen3-14B,multiarith,punctuation_50,15,0.9888888888888889
Qwen3-14B,multiarith,punctuation_50,20,0.9944444444444445
Qwen3-14B,multiarith,punctuation_50,25,0.9944444444444445
Qwen3-14B,multiarith,r2ata,1,0.9888888888888889
Qwen3-14B,multiarith,r2ata,5,0.9888888888888889
Qwen3-14B,multiarith,r2ata,10,0.9888888888888889
Qwen3-14B,multiarith,r2ata,15,0.9888888888888889
Qwen3-14B,multiarith,r2ata,20,0.9888888888888889
Qwen3-14B,multiarith,r2ata,25,0.9888888888888889
Qwen3-14B,multiarith,wikitypo,1,0.9833333333333333
Qwen3-14B,multiarith,wikitypo,5,0.9944444444444445
Qwen3-14B,multiarith,wikitypo,10,0.9944444444444445
Qwen3-14B,multiarith,wikitypo,15,1.0
Qwen3-14B,multiarith,wikitypo,20,1.0
Qwen3-14B,multiarith,wikitypo,25,1.0
Qwen3-4B,gsm,clean,1,0.8157695223654283
Qwen3-4B,gsm,clean,5,0.9097801364670205
Qwen3-4B,gsm,clean,10,0.9158453373768006
Qwen3-4B,gsm,clean,15,0.9203942380591357
Qwen3-4B,gsm,clean,20,0.9234268385140257
Qwen3-4B,gsm,clean,25,0.9272175890826384
Qwen3-4B,gsm,punctuation_10,1,0.7839272175890827
Qwen3-4B,gsm,punctuation_10,5,0.8862774829416225
Qwen3-4B,gsm,punctuation_10,10,0.9059893858984079
Qwen3-4B,gsm,punctuation_10,15,0.9112964366944655
Qwen3-4B,gsm,punctuation_10,20,0.9143290371493555
Qwen3-4B,gsm,punctuation_10,25,0.9158453373768006
Qwen3-4B,gsm,punctuation_30,1,0.7672479150871873
Qwen3-4B,gsm,punctuation_30,5,0.8635329795299469
Qwen3-4B,gsm,punctuation_30,10,0.8870356330553449
Qwen3-4B,gsm,punctuation_30,15,0.8923426838514026
Qwen3-4B,gsm,punctuation_30,20,0.8908263836239575
Qwen3-4B,gsm,punctuation_30,25,0.8991660348749052
Qwen3-4B,gsm,punctuation_50,1,0.7884761182714177
Qwen3-4B,gsm,punctuation_50,5,0.8824867323730099
Qwen3-4B,gsm,punctuation_50,10,0.8915845337376801
Qwen3-4B,gsm,punctuation_50,15,0.9021986353297953
Qwen3-4B,gsm,punctuation_50,20,0.9128127369219106
Qwen3-4B,gsm,punctuation_50,25,0.9128127369219106
Qwen3-4B,gsm,r2ata,1,0.7662018047579984
Qwen3-4B,gsm,r2ata,5,0.8441345365053322
Qwen3-4B,gsm,r2ata,10,0.8646431501230517
Qwen3-4B,gsm,r2ata,15,0.8720262510254306
Qwen3-4B,gsm,r2ata,20,0.8802296964725185
Qwen3-4B,gsm,r2ata,25,0.8769483182936834
Qwen3-4B,gsm,wikitypo,1,0.577710386656558
Qwen3-4B,gsm,wikitypo,5,0.6724791508718726
Qwen3-4B,gsm,wikitypo,10,0.7065959059893859
Qwen3-4B,gsm,wikitypo,15,0.7088703563305534
Qwen3-4B,gsm,wikitypo,20,0.7202426080363912
Qwen3-4B,gsm,wikitypo,25,0.7202426080363912
Qwen3-4B,math,clean,1,0.47
Qwen3-4B,math,clean,5,0.56
Qwen3-4B,math,clean,10,0.61
Qwen3-4B,math,clean,15,0.61
Qwen3-4B,math,clean,20,0.62
Qwen3-4B,math,clean,25,0.6
Qwen3-4B,math,punctuation_10,1,0.53
Qwen3-4B,math,punctuation_10,5,0.57
Qwen3-4B,math,punctuation_10,10,0.55
Qwen3-4B,math,punctuation_10,15,0.55
Qwen3-4B,math,punctuation_10,20,0.55
Qwen3-4B,math,punctuation_10,25,0.55
Qwen3-4B,math,punctuation_30,1,0.45
Qwen3-4B,math,punctuation_30,5,0.52
Qwen3-4B,math,punctuation_30,10,0.52
Qwen3-4B,math,punctuation_30,15,0.54
Qwen3-4B,math,punctuation_30,20,0.54
Qwen3-4B,math,punctuation_30,25,0.52
Qwen3-4B,math,punctuation_50,1,0.44
Qwen3-4B,math,punctuation_50,5,0.53
Qwen3-4B,math,punctuation_50,10,0.54
Qwen3-4B,math,punctuation_50,15,0.54
Qwen3-4B,math,punctuation_50,20,0.53
Qwen3-4B,math,punctuation_50,25,0.54
Qwen3-4B,math,r2ata,1,0.48
Qwen3-4B,math,r2ata,5,0.56
Qwen3-4B,math,r2ata,10,0.56
Qwen3-4B,math,r2ata,15,0.57
Qwen3-4B,math,r2ata,20,0.57
Qwen3-4B,math,r2ata,25,0.57
Qwen3-4B,math,wikitypo,1,0.41
Qwen3-4B,math,wikitypo,5,0.44
Qwen3-4B,math,wikitypo,10,0.48
Qwen3-4B,math,wikitypo,15,0.47
Qwen3-4B,math,wikitypo,20,0.45
Qwen3-4B,math,wikitypo,25,0.46
Qwen3-4B,mmlu,clean,1,0.8290840415486308
Qwen3-4B,mmlu,clean,5,0.8489140698772427
Qwen3-4B,mmlu,clean,10,0.8555240793201133
Qwen3-4B,mmlu,clean,15,0.8555240793201133
Qwen3-4B,mmlu,clean,20,0.8574126534466477
Qwen3-4B,mmlu,clean,25,0.8583569405099151
Qwen3-4B,mmlu,punctuation_10,1,0.8120868744098206
Qwen3-4B,mmlu,punctuation_10,5,0.8347497639282342
Qwen3-4B,mmlu,punctuation_10,10,0.842304060434372
Qwen3-4B,mmlu,punctuation_10,15,0.846081208687441
Qwen3-4B,mmlu,punctuation_10,20,0.8432483474976393
Qwen3-4B,mmlu,punctuation_10,25,0.8404154863078376
Qwen3-4B,mmlu,punctuation_30,1,0.8092540132200189
Qwen3-4B,mmlu,punctuation_30,5,0.8149197355996223
Qwen3-4B,mmlu,punctuation_30,10,0.826251180358829
Qwen3-4B,mmlu,punctuation_30,15,0.8253068932955618
Qwen3-4B,mmlu,punctuation_30,20,0.8319169027384324
Qwen3-4B,mmlu,punctuation_30,25,0.8309726156751652
Qwen3-4B,mmlu,punctuation_50,1,0.7998111425873465
Qwen3-4B,mmlu,punctuation_50,5,0.8139754485363551
Qwen3-4B,mmlu,punctuation_50,10,0.8186968838526912
Qwen3-4B,mmlu,punctuation_50,15,0.8215297450424929
Qwen3-4B,mmlu,punctuation_50,20,0.8168083097261567
Qwen3-4B,mmlu,punctuation_50,25,0.817752596789424
Qwen3-4B,mmlu,r2ata,1,0.8214285714285714
Qwen3-4B,mmlu,r2ata,5,0.8439849624060151
Qwen3-4B,mmlu,r2ata,10,0.8468045112781954
Qwen3-4B,mmlu,r2ata,15,0.8430451127819549
Qwen3-4B,mmlu,r2ata,20,0.8458646616541353
Qwen3-4B,mmlu,r2ata,25,0.8439849624060151
Qwen3-4B,mmlu,wikitypo,1,0.7620396600566572
Qwen3-4B,mmlu,wikitypo,5,0.7932011331444759
Qwen3-4B,mmlu,wikitypo,10,0.7950897072710104
Qwen3-4B,mmlu,wikitypo,15,0.7903682719546742
Qwen3-4B,mmlu,wikitypo,20,0.7932011331444759
Qwen3-4B,mmlu,wikitypo,25,0.7950897072710104
Qwen3-4B,multiarith,clean,1,0.9777777777777777
Qwen3-4B,multiarith,clean,5,0.9944444444444445
Qwen3-4B,multiarith,clean,10,0.9944444444444445
Qwen3-4B,multiarith,clean,15,0.9944444444444445
Qwen3-4B,multiarith,clean,20,1.0
Qwen3-4B,multiarith,clean,25,1.0
Qwen3-4B,multiarith,punctuation_10,1,0.9388888888888889
Qwen3-4B,multiarith,punctuation_10,5,0.9944444444444445
Qwen3-4B,multiarith,punctuation_10,10,1.0
Qwen3-4B,multiarith,punctuation_10,15,1.0
Qwen3-4B,multiarith,punctuation_10,20,1.0
Qwen3-4B,multiarith,punctuation_10,25,1.0
Qwen3-4B,multiarith,punctuation_30,1,0.8888888888888888
Qwen3-4B,multiarith,punctuation_30,5,0.9611111111111111
Qwen3-4B,multiarith,punctuation_30,10,0.9722222222222222
Qwen3-4B,multiarith,punctuation_30,15,0.9666666666666667
Qwen3-4B,multiarith,punctuation_30,20,0.9722222222222222
Qwen3-4B,multiarith,punctuation_30,25,0.9722222222222222
Qwen3-4B,multiarith,punctuation_50,1,0.9
Qwen3-4B,multiarith,punctuation_50,5,0.9666666666666667
Qwen3-4B,multiarith,punctuation_50,10,0.9722222222222222
Qwen3-4B,multiarith,punctuation_50,15,0.9722222222222222
Qwen3-4B,multiarith,punctuation_50,20,0.9722222222222222
Qwen3-4B,multiarith,punctuation_50,25,0.9722222222222222
Qwen3-4B,multiarith,r2ata,1,0.9333333333333333
Qwen3-4B,multiarith,r2ata,5,0.9833333333333333
Qwen3-4B,multiarith,r2ata,10,0.9888888888888889
Qwen3-4B,multiarith,r2ata,15,0.9888888888888889
Qwen3-4B,multiarith,r2ata,20,0.9833333333333333
Qwen3-4B,multiarith,r2ata,25,0.9833333333333333
Qwen3-4B,multiarith,wikitypo,1,0.9833333333333333
Qwen3-4B,multiarith,wikitypo,5,0.9944444444444445
Qwen3-4B,multiarith,wikitypo,10,1.0
Qwen3-4B,multiarith,wikitypo,15,1.0
Qwen3-4B,multiarith,wikitypo,20,1.0
Qwen3-4B,multiarith,wikitypo,25,1.0
gemma-3-12b-it,gsm,clean,1,0.9196360879454132
gemma-3-12b-it,gsm,clean,5,0.9347990902198635
gemma-3-12b-it,gsm,clean,10,0.9370735405610311
gemma-3-12b-it,gsm,clean,15,0.9393479909021987
gemma-3-12b-it,gsm,clean,20,0.9408642911296436
gemma-3-12b-it,gsm,clean,25,0.9423805913570887
gemma-3-12b-it,gsm,punctuation_10,1,0.9112964366944655
gemma-3-12b-it,gsm,punctuation_10,5,0.9294920394238059
gemma-3-12b-it,gsm,punctuation_10,10,0.9317664897649734
gemma-3-12b-it,gsm,punctuation_10,15,0.9302501895375285
gemma-3-12b-it,gsm,punctuation_10,20,0.9325246398786959
gemma-3-12b-it,gsm,punctuation_10,25,0.9325246398786959
gemma-3-12b-it,gsm,punctuation_30,1,0.9014404852160728
gemma-3-12b-it,gsm,punctuation_30,5,0.9234268385140257
gemma-3-12b-it,gsm,punctuation_30,10,0.9264594389689158
gemma-3-12b-it,gsm,punctuation_30,15,0.9234268385140257
gemma-3-12b-it,gsm,punctuation_30,20,0.9272175890826384
gemma-3-12b-it,gsm,punctuation_30,25,0.9279757391963609
gemma-3-12b-it,gsm,punctuation_50,1,0.9014404852160728
gemma-3-12b-it,gsm,punctuation_50,5,0.9173616376042456
gemma-3-12b-it,gsm,punctuation_50,10,0.9219105382865808
gemma-3-12b-it,gsm,punctuation_50,15,0.9234268385140257
gemma-3-12b-it,gsm,punctuation_50,20,0.9226686884003032
gemma-3-12b-it,gsm,punctuation_50,25,0.9226686884003032
gemma-3-12b-it,gsm,r2ata,1,0.9044730856709629
gemma-3-12b-it,gsm,r2ata,5,0.9188779378316907
gemma-3-12b-it,gsm,r2ata,10,0.9234268385140257
gemma-3-12b-it,gsm,r2ata,15,0.9241849886277483
gemma-3-12b-it,gsm,r2ata,20,0.9226686884003032
gemma-3-12b-it,gsm,r2ata,25,0.9241849886277483
gemma-3-12b-it,gsm,wikitypo,1,0.7452615617892343
gemma-3-12b-it,gsm,wikitypo,5,0.7907505686125853
gemma-3-12b-it,gsm,wikitypo,10,0.8021228203184231
gemma-3-12b-it,gsm,wikitypo,15,0.8051554207733131
gemma-3-12b-it,gsm,wikitypo,20,0.8059135708870356
gemma-3-12b-it,gsm,wikitypo,25,0.8028809704321456
gemma-3-12b-it,math,clean,1,0.65
gemma-3-12b-it,math,clean,5,0.66
gemma-3-12b-it,math,clean,10,0.64
gemma-3-12b-it,math,clean,15,0.62
gemma-3-12b-it,math,clean,20,0.65
gemma-3-12b-it,math,clean,25,0.64
gemma-3-12b-it,math,punctuation_10,1,0.61
gemma-3-12b-it,math,punctuation_10,5,0.65
gemma-3-12b-it,math,punctuation_10,10,0.63
gemma-3-12b-it,math,punctuation_10,15,0.63
gemma-3-12b-it,math,punctuation_10,20,0.62
gemma-3-12b-it,math,punctuation_10,25,0.63
gemma-3-12b-it,math,punctuation_30,1,0.6
gemma-3-12b-it,math,punctuation_30,5,0.64
gemma-3-12b-it,math,punctuation_30,10,0.65
gemma-3-12b-it,math,punctuation_30,15,0.67
gemma-3-12b-it,math,punctuation_30,20,0.65
gemma-3-12b-it,math,punctuation_30,25,0.66
gemma-3-12b-it,math,punctuation_50,1,0.61
gemma-3-12b-it,math,punctuation_50,5,0.64
gemma-3-12b-it,math,punctuation_50,10,0.63
gemma-3-12b-it,math,punctuation_50,15,0.64
gemma-3-12b-it,math,punctuation_50,20,0.63
gemma-3-12b-it,math,punctuation_50,25,0.63
gemma-3-12b-it,math,r2ata,1,0.66
gemma-3-12b-it,math,r2ata,5,0.66
gemma-3-12b-it,math,r2ata,10,0.64
gemma-3-12b-it,math,r2ata,15,0.66
gemma-3-12b-it,math,r2ata,20,0.67
gemma-3-12b-it,math,r2ata,25,0.64
gemma-3-12b-it,math,wikitypo,1,0.48
gemma-3-12b-it,math,wikitypo,5,0.56
gemma-3-12b-it,math,wikitypo,10,0.57
gemma-3-12b-it,math,wikitypo,15,0.6
gemma-3-12b-it,math,wikitypo,20,0.59
gemma-3-12b-it,math,wikitypo,25,0.59
gemma-3-12b-it,mmlu,clean,1,0.8593012275731823
gemma-3-12b-it,mmlu,clean,5,0.8687440982058546
gemma-3-12b-it,mmlu,clean,10,0.8725212464589235
gemma-3-12b-it,mmlu,clean,15,0.8706326723323891
gemma-3-12b-it,mmlu,clean,20,0.8715769593956563
gemma-3-12b-it,mmlu,clean,25,0.8706326723323891
gemma-3-12b-it,mmlu,punctuation_10,1,0.8517469310670444
gemma-3-12b-it,mmlu,punctuation_10,5,0.8640226628895185
gemma-3-12b-it,mmlu,punctuation_10,10,0.8668555240793201
gemma-3-12b-it,mmlu,punctuation_10,15,0.8602455146364495
gemma-3-12b-it,mmlu,punctuation_10,20,0.8649669499527857
gemma-3-12b-it,mmlu,punctuation_10,25,0.8677998111425873
gemma-3-12b-it,mmlu,punctuation_30,1,0.8375826251180358
gemma-3-12b-it,mmlu,punctuation_30,5,0.8715769593956563
gemma-3-12b-it,mmlu,punctuation_30,10,0.8696883852691218
gemma-3-12b-it,mmlu,punctuation_30,15,0.8753541076487252
gemma-3-12b-it,mmlu,punctuation_30,20,0.8781869688385269
gemma-3-12b-it,mmlu,punctuation_30,25,0.8791312559017942
gemma-3-12b-it,mmlu,punctuation_50,1,0.8243626062322946
gemma-3-12b-it,mmlu,punctuation_50,5,0.8470254957507082
gemma-3-12b-it,mmlu,punctuation_50,10,0.8545797922568461
gemma-3-12b-it,mmlu,punctuation_50,15,0.8630783758262511
gemma-3-12b-it,mmlu,punctuation_50,20,0.8574126534466477
gemma-3-12b-it,mmlu,punctuation_50,25,0.8602455146364495
gemma-3-12b-it,mmlu,r2ata,1,0.8468045112781954
gemma-3-12b-it,mmlu,r2ata,5,0.8693609022556391
gemma-3-12b-it,mmlu,r2ata,10,0.8703007518796992
gemma-3-12b-it,mmlu,r2ata,15,0.8712406015037594
gemma-3-12b-it,mmlu,r2ata,20,0.8712406015037594
gemma-3-12b-it,mmlu,r2ata,25,0.8796992481203008
gemma-3-12b-it,mmlu,wikitypo,1,0.7950897072710104
gemma-3-12b-it,mmlu,wikitypo,5,0.8149197355996223
gemma-3-12b-it,mmlu,wikitypo,10,0.8186968838526912
gemma-3-12b-it,mmlu,wikitypo,15,0.8224740321057602
gemma-3-12b-it,mmlu,wikitypo,20,0.826251180358829
gemma-3-12b-it,mmlu,wikitypo,25,0.826251180358829
gemma-3-12b-it,multiarith,clean,1,1.0
gemma-3-12b-it,multiarith,clean,5,1.0
gemma-3-12b-it,multiarith,clean,10,1.0
gemma-3-12b-it,multiarith,clean,15,1.0
gemma-3-12b-it,multiarith,clean,20,1.0
gemma-3-12b-it,multiarith,clean,25,1.0
gemma-3-12b-it,multiarith,punctuation_10,1,0.9833333333333333
gemma-3-12b-it,multiarith,punctuation_10,5,0.9944444444444445
gemma-3-12b-it,multiarith,punctuation_10,10,0.9944444444444445
gemma-3-12b-it,multiarith,punctuation_10,15,0.9944444444444445
gemma-3-12b-it,multiarith,punctuation_10,20,0.9944444444444445
gemma-3-12b-it,multiarith,punctuation_10,25,0.9944444444444445
gemma-3-12b-it,multiarith,punctuation_30,1,0.9777777777777777
gemma-3-12b-it,multiarith,punctuation_30,5,0.9833333333333333
gemma-3-12b-it,multiarith,punctuation_30,10,0.9833333333333333
gemma-3-12b-it,multiarith,punctuation_30,15,0.9833333333333333
gemma-3-12b-it,multiarith,punctuation_30,20,0.9833333333333333
gemma-3-12b-it,multiarith,punctuation_30,25,0.9833333333333333
gemma-3-12b-it,multiarith,punctuation_50,1,0.9722222222222222
gemma-3-12b-it,multiarith,punctuation_50,5,0.9722222222222222
gemma-3-12b-it,multiarith,punctuation_50,10,0.9722222222222222
gemma-3-12b-it,multiarith,punctuation_50,15,0.9722222222222222
gemma-3-12b-it,multiarith,punctuation_50,20,0.9722222222222222
gemma-3-12b-it,multiarith,punctuation_50,25,0.9666666666666667
gemma-3-12b-it,multiarith,r2ata,1,0.9888888888888889
gemma-3-12b-it,multiarith,r2ata,5,0.9944444444444445
gemma-3-12b-it,multiarith,r2ata,10,0.9944444444444445
gemma-3-12b-it,multiarith,r2ata,15,0.9944444444444445
gemma-3-12b-it,multiarith,r2ata,20,0.9944444444444445
gemma-3-12b-it,multiarith,r2ata,25,0.9944444444444445
gemma-3-12b-it,multiarith,wikitypo,1,0.9944444444444445
gemma-3-12b-it,multiarith,wikitypo,5,1.0
gemma-3-12b-it,multiarith,wikitypo,10,1.0
gemma-3-12b-it,multiarith,wikitypo,15,1.0
gemma-3-12b-it,multiarith,wikitypo,20,1.0
gemma-3-12b-it,multiarith,wikitypo,25,1.0
gemma-3-4b-it,gsm,clean,1,0.8483699772554966
gemma-3-4b-it,gsm,clean,5,0.8938589840788476
gemma-3-4b-it,gsm,clean,10,0.9044730856709629
gemma-3-4b-it,gsm,clean,15,0.9082638362395754
gemma-3-4b-it,gsm,clean,20,0.9082638362395754
gemma-3-4b-it,gsm,clean,25,0.909021986353298
gemma-3-4b-it,gsm,punctuation_10,1,0.8362395754359363
gemma-3-4b-it,gsm,punctuation_10,5,0.8938589840788476
gemma-3-4b-it,gsm,punctuation_10,10,0.8999241849886277
gemma-3-4b-it,gsm,punctuation_10,15,0.8961334344200151
gemma-3-4b-it,gsm,punctuation_10,20,0.9006823351023503
gemma-3-4b-it,gsm,punctuation_10,25,0.8991660348749052
gemma-3-4b-it,gsm,punctuation_30,1,0.819560272934041
gemma-3-4b-it,gsm,punctuation_30,5,0.8726307808946171
gemma-3-4b-it,gsm,punctuation_30,10,0.8817285822592873
gemma-3-4b-it,gsm,punctuation_30,15,0.8832448824867324
gemma-3-4b-it,gsm,punctuation_30,20,0.8877937831690674
gemma-3-4b-it,gsm,punctuation_30,25,0.8862774829416225
gemma-3-4b-it,gsm,punctuation_50,1,0.8112206216830933
gemma-3-4b-it,gsm,punctuation_50,5,0.8589840788476119
gemma-3-4b-it,gsm,punctuation_50,10,0.8673237300985596
gemma-3-4b-it,gsm,punctuation_50,15,0.8726307808946171
gemma-3-4b-it,gsm,punctuation_50,20,0.8733889310083397
gemma-3-4b-it,gsm,punctuation_50,25,0.8771796815769523
gemma-3-4b-it,gsm,r2ata,1,0.8271417740712661
gemma-3-4b-it,gsm,r2ata,5,0.8711144806671721
gemma-3-4b-it,gsm,r2ata,10,0.8877937831690674
gemma-3-4b-it,gsm,r2ata,15,0.8877937831690674
gemma-3-4b-it,gsm,r2ata,20,0.8893100833965125
gemma-3-4b-it,gsm,r2ata,25,0.8915845337376801
gemma-3-4b-it,gsm,wikitypo,1,0.579226686884003
gemma-3-4b-it,gsm,wikitypo,5,0.6413949962092494
gemma-3-4b-it,gsm,wikitypo,10,0.6588324488248674
gemma-3-4b-it,gsm,wikitypo,15,0.6739954510993177
gemma-3-4b-it,gsm,wikitypo,20,0.6755117513267627
gemma-3-4b-it,gsm,wikitypo,25,0.6739954510993177
gemma-3-4b-it,math,clean,1,0.56
gemma-3-4b-it,math,clean,5,0.6
gemma-3-4b-it,math,clean,10,0.65
gemma-3-4b-it,math,clean,15,0.68
gemma-3-4b-it,math,clean,20,0.68
gemma-3-4b-it,math,clean,25,0.68
gemma-3-4b-it,math,punctuation_10,1,0.49
gemma-3-4b-it,math,punctuation_10,5,0.56
gemma-3-4b-it,math,punctuation_10,10,0.57
gemma-3-4b-it,math,punctuation_10,15,0.59
gemma-3-4b-it,math,punctuation_10,20,0.61
gemma-3-4b-it,math,punctuation_10,25,0.6
gemma-3-4b-it,math,punctuation_30,1,0.49
gemma-3-4b-it,math,punctuation_30,5,0.53
gemma-3-4b-it,math,punctuation_30,10,0.59
gemma-3-4b-it,math,punctuation_30,15,0.58
gemma-3-4b-it,math,punctuation_30,20,0.6
gemma-3-4b-it,math,punctuation_30,25,0.63
gemma-3-4b-it,math,punctuation_50,1,0.46
gemma-3-4b-it,math,punctuation_50,5,0.5
gemma-3-4b-it,math,punctuation_50,10,0.56
gemma-3-4b-it,math,punctuation_50,15,0.56
gemma-3-4b-it,math,punctuation_50,20,0.58
gemma-3-4b-it,math,punctuation_50,25,0.59
gemma-3-4b-it,math,r2ata,1,0.49
gemma-3-4b-it,math,r2ata,5,0.57
gemma-3-4b-it,math,r2ata,10,0.6
gemma-3-4b-it,math,r2ata,15,0.63
gemma-3-4b-it,math,r2ata,20,0.64
gemma-3-4b-it,math,r2ata,25,0.62
gemma-3-4b-it,math,wikitypo,1,0.38
gemma-3-4b-it,math,wikitypo,5,0.47
gemma-3-4b-it,math,wikitypo,10,0.48
gemma-3-4b-it,math,wikitypo,15,0.51
gemma-3-4b-it,math,wikitypo,20,0.53
gemma-3-4b-it,math,wikitypo,25,0.53
gemma-3-4b-it,mmlu,clean,1,0.7299338999055713
gemma-3-4b-it,mmlu,clean,5,0.7695939565627951
gemma-3-4b-it,mmlu,clean,10,0.7705382436260623
gemma-3-4b-it,mmlu,clean,15,0.7752596789423984
gemma-3-4b-it,mmlu,clean,20,0.7809254013220018
gemma-3-4b-it,mmlu,clean,25,0.7752596789423984
gemma-3-4b-it,mmlu,punctuation_10,1,0.7346553352219075
gemma-3-4b-it,mmlu,punctuation_10,5,0.7525967894239849
gemma-3-4b-it,mmlu,punctuation_10,10,0.7667610953729934
gemma-3-4b-it,mmlu,punctuation_10,15,0.7686496694995278
gemma-3-4b-it,mmlu,punctuation_10,20,0.7724268177525968
gemma-3-4b-it,mmlu,punctuation_10,25,0.7705382436260623
gemma-3-4b-it,mmlu,punctuation_30,1,0.7016052880075543
gemma-3-4b-it,mmlu,punctuation_30,5,0.7525967894239849
gemma-3-4b-it,mmlu,punctuation_30,10,0.7573182247403211
gemma-3-4b-it,mmlu,punctuation_30,15,0.7592067988668555
gemma-3-4b-it,mmlu,punctuation_30,20,0.7639282341831917
gemma-3-4b-it,mmlu,punctuation_30,25,0.7648725212464589
gemma-3-4b-it,mmlu,punctuation_50,1,0.7337110481586402
gemma-3-4b-it,mmlu,punctuation_50,5,0.7582625118035883
gemma-3-4b-it,mmlu,punctuation_50,10,0.7525967894239849
gemma-3-4b-it,mmlu,punctuation_50,15,0.7573182247403211
gemma-3-4b-it,mmlu,punctuation_50,20,0.7592067988668555
gemma-3-4b-it,mmlu,punctuation_50,25,0.7592067988668555
gemma-3-4b-it,mmlu,r2ata,1,0.7176581680830972
gemma-3-4b-it,mmlu,r2ata,5,0.7459867799811143
gemma-3-4b-it,mmlu,r2ata,10,0.7620396600566572
gemma-3-4b-it,mmlu,r2ata,15,0.7582625118035883
gemma-3-4b-it,mmlu,r2ata,20,0.7629839471199245
gemma-3-4b-it,mmlu,r2ata,25,0.7620396600566572
gemma-3-4b-it,mmlu,wikitypo,1,0.6553352219074599
gemma-3-4b-it,mmlu,wikitypo,5,0.6789423984891407
gemma-3-4b-it,mmlu,wikitypo,10,0.6959395656279509
gemma-3-4b-it,mmlu,wikitypo,15,0.6968838526912181
gemma-3-4b-it,mmlu,wikitypo,20,0.6997167138810199
gemma-3-4b-it,mmlu,wikitypo,25,0.7006610009442871
gemma-3-4b-it,multiarith,clean,1,0.9777777777777777
gemma-3-4b-it,multiarith,clean,5,0.9944444444444445
gemma-3-4b-it,multiarith,clean,10,1.0
gemma-3-4b-it,multiarith,clean,15,1.0
gemma-3-4b-it,multiarith,clean,20,1.0
gemma-3-4b-it,multiarith,clean,25,1.0
gemma-3-4b-it,multiarith,punctuation_10,1,0.9222222222222223
gemma-3-4b-it,multiarith,punctuation_10,5,0.9444444444444444
gemma-3-4b-it,multiarith,punctuation_10,10,0.9444444444444444
gemma-3-4b-it,multiarith,punctuation_10,15,0.95
gemma-3-4b-it,multiarith,punctuation_10,20,0.95
gemma-3-4b-it,multiarith,punctuation_10,25,0.95
gemma-3-4b-it,multiarith,punctuation_30,1,0.9388888888888889
gemma-3-4b-it,multiarith,punctuation_30,5,0.95
gemma-3-4b-it,multiarith,punctuation_30,10,0.9722222222222222
gemma-3-4b-it,multiarith,punctuation_30,15,0.9777777777777777
gemma-3-4b-it,multiarith,punctuation_30,20,0.9722222222222222
gemma-3-4b-it,multiarith,punctuation_30,25,0.9722222222222222
gemma-3-4b-it,multiarith,punctuation_50,1,0.9277777777777778
gemma-3-4b-it,multiarith,punctuation_50,5,0.95
gemma-3-4b-it,multiarith,punctuation_50,10,0.95
gemma-3-4b-it,multiarith,punctuation_50,15,0.9555555555555556
gemma-3-4b-it,multiarith,punctuation_50,20,0.9555555555555556
gemma-3-4b-it,multiarith,punctuation_50,25,0.9555555555555556
gemma-3-4b-it,multiarith,r2ata,1,0.9388888888888889
gemma-3-4b-it,multiarith,r2ata,5,0.9444444444444444
gemma-3-4b-it,multiarith,r2ata,10,0.9611111111111111
gemma-3-4b-it,multiarith,r2ata,15,0.9555555555555556
gemma-3-4b-it,multiarith,r2ata,20,0.9555555555555556
gemma-3-4b-it,multiarith,r2ata,25,0.9555555555555556
gemma-3-4b-it,multiarith,wikitypo,1,0.9666666666666667
gemma-3-4b-it,multiarith,wikitypo,5,0.9888888888888889
gemma-3-4b-it,multiarith,wikitypo,10,0.9944444444444445
gemma-3-4b-it,multiarith,wikitypo,15,0.9944444444444445
gemma-3-4b-it,multiarith,wikitypo,20,1.0
gemma-3-4b-it,multiarith,wikitypo,25,1.0
