,dataset,noise,model,agent_num,count
500,mmlu,punctuation_10,gemma-3-4b-it,10,1059
501,mmlu,punctuation_10,gemma-3-4b-it,15,1059
502,mmlu,punctuation_10,gemma-3-4b-it,20,1059
503,mmlu,punctuation_10,gemma-3-4b-it,25,1059
504,mmlu,punctuation_30,Llama-3.1-8B-Instruct,1,1059
505,mmlu,punctuation_30,Llama-3.1-8B-Instruct,5,1059
506,mmlu,punctuation_30,Llama-3.1-8B-Instruct,10,1059
507,mmlu,punctuation_30,Llama-3.1-8B-Instruct,15,1059
508,mmlu,punctuation_30,Llama-3.1-8B-Instruct,20,1059
509,mmlu,punctuation_30,Llama-3.1-8B-Instruct,25,1059
510,mmlu,punctuation_30,Mistral-7B-Instruct-v0.3,1,1059
511,mmlu,punctuation_30,Mistral-7B-Instruct-v0.3,5,1059
512,mmlu,punctuation_30,Mistral-7B-Instruct-v0.3,10,1059
513,mmlu,punctuation_30,Mistral-7B-Instruct-v0.3,15,1059
514,mmlu,punctuation_30,Mistral-7B-Instruct-v0.3,20,1059
515,mmlu,punctuation_30,Mistral-7B-Instruct-v0.3,25,1059
516,mmlu,punctuation_30,Qwen3-14B,1,1059
517,mmlu,punctuation_30,Qwen3-14B,5,1059
518,mmlu,punctuation_30,Qwen3-14B,10,1059
519,mmlu,punctuation_30,Qwen3-14B,15,1059
520,mmlu,punctuation_30,Qwen3-14B,20,1059
521,mmlu,punctuation_30,Qwen3-14B,25,1059
522,mmlu,punctuation_30,Qwen3-4B,1,1059
523,mmlu,punctuation_30,Qwen3-4B,5,1059
524,mmlu,punctuation_30,Qwen3-4B,10,1059
525,mmlu,punctuation_30,Qwen3-4B,15,1059
526,mmlu,punctuation_30,Qwen3-4B,20,1059
527,mmlu,punctuation_30,Qwen3-4B,25,1059
528,mmlu,punctuation_30,gemma-3-12b-it,1,1059
529,mmlu,punctuation_30,gemma-3-12b-it,5,1059
530,mmlu,punctuation_30,gemma-3-12b-it,10,1059
531,mmlu,punctuation_30,gemma-3-12b-it,15,1059
532,mmlu,punctuation_30,gemma-3-12b-it,20,1059
533,mmlu,punctuation_30,gemma-3-12b-it,25,1059
534,mmlu,punctuation_30,gemma-3-4b-it,1,1059
535,mmlu,punctuation_30,gemma-3-4b-it,5,1059
536,mmlu,punctuation_30,gemma-3-4b-it,10,1059
537,mmlu,punctuation_30,gemma-3-4b-it,15,1059
538,mmlu,punctuation_30,gemma-3-4b-it,20,1059
539,mmlu,punctuation_30,gemma-3-4b-it,25,1059
540,mmlu,punctuation_50,Llama-3.1-8B-Instruct,1,1059
541,mmlu,punctuation_50,Llama-3.1-8B-Instruct,5,1059
542,mmlu,punctuation_50,Llama-3.1-8B-Instruct,10,1059
543,mmlu,punctuation_50,Llama-3.1-8B-Instruct,15,1059
544,mmlu,punctuation_50,Llama-3.1-8B-Instruct,20,1059
545,mmlu,punctuation_50,Llama-3.1-8B-Instruct,25,1059
546,mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,1,1059
547,mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,5,1059
548,mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,10,1059
549,mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,15,1059
550,mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,20,1059
551,mmlu,punctuation_50,Mistral-7B-Instruct-v0.3,25,1059
552,mmlu,punctuation_50,Qwen3-14B,1,1059
553,mmlu,punctuation_50,Qwen3-14B,5,1059
554,mmlu,punctuation_50,Qwen3-14B,10,1059
555,mmlu,punctuation_50,Qwen3-14B,15,1059
556,mmlu,punctuation_50,Qwen3-14B,20,1059
557,mmlu,punctuation_50,Qwen3-14B,25,1059
558,mmlu,punctuation_50,Qwen3-4B,1,1059
559,mmlu,punctuation_50,Qwen3-4B,5,1059
560,mmlu,punctuation_50,Qwen3-4B,10,1059
561,mmlu,punctuation_50,Qwen3-4B,15,1059
562,mmlu,punctuation_50,Qwen3-4B,20,1059
563,mmlu,punctuation_50,Qwen3-4B,25,1059
564,mmlu,punctuation_50,gemma-3-12b-it,1,1059
565,mmlu,punctuation_50,gemma-3-12b-it,5,1059
566,mmlu,punctuation_50,gemma-3-12b-it,10,1059
567,mmlu,punctuation_50,gemma-3-12b-it,15,1059
568,mmlu,punctuation_50,gemma-3-12b-it,20,1059
569,mmlu,punctuation_50,gemma-3-12b-it,25,1059
570,mmlu,punctuation_50,gemma-3-4b-it,1,1059
571,mmlu,punctuation_50,gemma-3-4b-it,5,1059
572,mmlu,punctuation_50,gemma-3-4b-it,10,1059
573,mmlu,punctuation_50,gemma-3-4b-it,15,1059
574,mmlu,punctuation_50,gemma-3-4b-it,20,1059
575,mmlu,punctuation_50,gemma-3-4b-it,25,1059
576,mmlu,r2ata,Llama-3.1-8B-Instruct,1,1064
577,mmlu,r2ata,Llama-3.1-8B-Instruct,5,1064
578,mmlu,r2ata,Llama-3.1-8B-Instruct,10,1064
579,mmlu,r2ata,Llama-3.1-8B-Instruct,15,1064
580,mmlu,r2ata,Llama-3.1-8B-Instruct,20,1064
581,mmlu,r2ata,Llama-3.1-8B-Instruct,25,1064
582,mmlu,r2ata,Mistral-7B-Instruct-v0.3,1,1064
583,mmlu,r2ata,Mistral-7B-Instruct-v0.3,5,1064
584,mmlu,r2ata,Mistral-7B-Instruct-v0.3,10,1064
585,mmlu,r2ata,Mistral-7B-Instruct-v0.3,15,1064
586,mmlu,r2ata,Mistral-7B-Instruct-v0.3,20,1064
587,mmlu,r2ata,Mistral-7B-Instruct-v0.3,25,1064
588,mmlu,r2ata,Qwen3-14B,1,1064
589,mmlu,r2ata,Qwen3-14B,5,1064
590,mmlu,r2ata,Qwen3-14B,10,1064
591,mmlu,r2ata,Qwen3-14B,15,1064
592,mmlu,r2ata,Qwen3-14B,20,1064
593,mmlu,r2ata,Qwen3-14B,25,1064
594,mmlu,r2ata,Qwen3-4B,1,1064
595,mmlu,r2ata,Qwen3-4B,5,1064
596,mmlu,r2ata,Qwen3-4B,10,1064
597,mmlu,r2ata,Qwen3-4B,15,1064
598,mmlu,r2ata,Qwen3-4B,20,1064
599,mmlu,r2ata,Qwen3-4B,25,1064
600,mmlu,r2ata,gemma-3-12b-it,1,1064
601,mmlu,r2ata,gemma-3-12b-it,5,1064
602,mmlu,r2ata,gemma-3-12b-it,10,1064
603,mmlu,r2ata,gemma-3-12b-it,15,1064
604,mmlu,r2ata,gemma-3-12b-it,20,1064
605,mmlu,r2ata,gemma-3-12b-it,25,1064
606,mmlu,r2ata,gemma-3-4b-it,1,1059
607,mmlu,r2ata,gemma-3-4b-it,5,1059
608,mmlu,r2ata,gemma-3-4b-it,10,1059
609,mmlu,r2ata,gemma-3-4b-it,15,1059
610,mmlu,r2ata,gemma-3-4b-it,20,1059
611,mmlu,r2ata,gemma-3-4b-it,25,1059
612,mmlu,wikitypo,Llama-3.1-8B-Instruct,1,1059
613,mmlu,wikitypo,Llama-3.1-8B-Instruct,5,1059
614,mmlu,wikitypo,Llama-3.1-8B-Instruct,10,1059
615,mmlu,wikitypo,Llama-3.1-8B-Instruct,15,1059
616,mmlu,wikitypo,Llama-3.1-8B-Instruct,20,1059
617,mmlu,wikitypo,Llama-3.1-8B-Instruct,25,1059
618,mmlu,wikitypo,Mistral-7B-Instruct-v0.3,1,1059
619,mmlu,wikitypo,Mistral-7B-Instruct-v0.3,5,1059
620,mmlu,wikitypo,Mistral-7B-Instruct-v0.3,10,1059
621,mmlu,wikitypo,Mistral-7B-Instruct-v0.3,15,1059
622,mmlu,wikitypo,Mistral-7B-Instruct-v0.3,20,1059
623,mmlu,wikitypo,Mistral-7B-Instruct-v0.3,25,1059
624,mmlu,wikitypo,Qwen3-14B,1,1059
625,mmlu,wikitypo,Qwen3-14B,5,1059
626,mmlu,wikitypo,Qwen3-14B,10,1059
627,mmlu,wikitypo,Qwen3-14B,15,1059
628,mmlu,wikitypo,Qwen3-14B,20,1059
629,mmlu,wikitypo,Qwen3-14B,25,1059
630,mmlu,wikitypo,Qwen3-4B,1,1059
631,mmlu,wikitypo,Qwen3-4B,5,1059
632,mmlu,wikitypo,Qwen3-4B,10,1059
633,mmlu,wikitypo,Qwen3-4B,15,1059
634,mmlu,wikitypo,Qwen3-4B,20,1059
635,mmlu,wikitypo,Qwen3-4B,25,1059
636,mmlu,wikitypo,gemma-3-12b-it,1,1059
637,mmlu,wikitypo,gemma-3-12b-it,5,1059
638,mmlu,wikitypo,gemma-3-12b-it,10,1059
639,mmlu,wikitypo,gemma-3-12b-it,15,1059
640,mmlu,wikitypo,gemma-3-12b-it,20,1059
641,mmlu,wikitypo,gemma-3-12b-it,25,1059
642,mmlu,wikitypo,gemma-3-4b-it,1,1059
643,mmlu,wikitypo,gemma-3-4b-it,5,1059
644,mmlu,wikitypo,gemma-3-4b-it,10,1059
645,mmlu,wikitypo,gemma-3-4b-it,15,1059
646,mmlu,wikitypo,gemma-3-4b-it,20,1059
647,mmlu,wikitypo,gemma-3-4b-it,25,1059
648,multiarith,clean,Llama-3.1-8B-Instruct,1,180
649,multiarith,clean,Llama-3.1-8B-Instruct,5,180
650,multiarith,clean,Llama-3.1-8B-Instruct,10,180
651,multiarith,clean,Llama-3.1-8B-Instruct,15,180
652,multiarith,clean,Llama-3.1-8B-Instruct,20,180
653,multiarith,clean,Llama-3.1-8B-Instruct,25,180
654,multiarith,clean,Mistral-7B-Instruct-v0.3,1,180
655,multiarith,clean,Mistral-7B-Instruct-v0.3,5,180
656,multiarith,clean,Mistral-7B-Instruct-v0.3,10,180
657,multiarith,clean,Mistral-7B-Instruct-v0.3,15,180
658,multiarith,clean,Mistral-7B-Instruct-v0.3,20,180
659,multiarith,clean,Mistral-7B-Instruct-v0.3,25,180
660,multiarith,clean,Qwen3-14B,1,180
661,multiarith,clean,Qwen3-14B,5,180
662,multiarith,clean,Qwen3-14B,10,180
663,multiarith,clean,Qwen3-14B,15,180
664,multiarith,clean,Qwen3-14B,20,180
665,multiarith,clean,Qwen3-14B,25,180
666,multiarith,clean,Qwen3-4B,1,180
667,multiarith,clean,Qwen3-4B,5,180
668,multiarith,clean,Qwen3-4B,10,180
669,multiarith,clean,Qwen3-4B,15,180
670,multiarith,clean,Qwen3-4B,20,180
671,multiarith,clean,Qwen3-4B,25,180
672,multiarith,clean,gemma-3-12b-it,1,180
673,multiarith,clean,gemma-3-12b-it,5,180
674,multiarith,clean,gemma-3-12b-it,10,180
675,multiarith,clean,gemma-3-12b-it,15,180
676,multiarith,clean,gemma-3-12b-it,20,180
677,multiarith,clean,gemma-3-12b-it,25,180
678,multiarith,clean,gemma-3-4b-it,1,180
679,multiarith,clean,gemma-3-4b-it,5,180
680,multiarith,clean,gemma-3-4b-it,10,180
681,multiarith,clean,gemma-3-4b-it,15,180
682,multiarith,clean,gemma-3-4b-it,20,180
683,multiarith,clean,gemma-3-4b-it,25,180
684,multiarith,punctuation_10,Llama-3.1-8B-Instruct,1,165
685,multiarith,punctuation_10,Llama-3.1-8B-Instruct,5,80
686,multiarith,punctuation_10,Llama-3.1-8B-Instruct,10,80
687,multiarith,punctuation_10,Llama-3.1-8B-Instruct,15,80
688,multiarith,punctuation_10,Llama-3.1-8B-Instruct,20,80
689,multiarith,punctuation_10,Llama-3.1-8B-Instruct,25,80
690,multiarith,punctuation_10,Mistral-7B-Instruct-v0.3,1,180
691,multiarith,punctuation_10,Mistral-7B-Instruct-v0.3,5,180
692,multiarith,punctuation_10,Mistral-7B-Instruct-v0.3,10,180
693,multiarith,punctuation_10,Mistral-7B-Instruct-v0.3,15,180
694,multiarith,punctuation_10,Mistral-7B-Instruct-v0.3,20,180
695,multiarith,punctuation_10,Mistral-7B-Instruct-v0.3,25,180
696,multiarith,punctuation_10,Qwen3-14B,1,180
697,multiarith,punctuation_10,Qwen3-14B,5,180
698,multiarith,punctuation_10,Qwen3-14B,10,180
699,multiarith,punctuation_10,Qwen3-14B,15,180
700,multiarith,punctuation_10,Qwen3-14B,20,180
701,multiarith,punctuation_10,Qwen3-14B,25,180
702,multiarith,punctuation_10,Qwen3-4B,1,180
703,multiarith,punctuation_10,Qwen3-4B,5,180
704,multiarith,punctuation_10,Qwen3-4B,10,180
705,multiarith,punctuation_10,Qwen3-4B,15,180
706,multiarith,punctuation_10,Qwen3-4B,20,180
707,multiarith,punctuation_10,Qwen3-4B,25,180
708,multiarith,punctuation_10,gemma-3-12b-it,1,180
709,multiarith,punctuation_10,gemma-3-12b-it,5,180
710,multiarith,punctuation_10,gemma-3-12b-it,10,180
711,multiarith,punctuation_10,gemma-3-12b-it,15,180
712,multiarith,punctuation_10,gemma-3-12b-it,20,180
713,multiarith,punctuation_10,gemma-3-12b-it,25,180
714,multiarith,punctuation_10,gemma-3-4b-it,1,180
715,multiarith,punctuation_10,gemma-3-4b-it,5,180
716,multiarith,punctuation_10,gemma-3-4b-it,10,180
717,multiarith,punctuation_10,gemma-3-4b-it,15,180
718,multiarith,punctuation_10,gemma-3-4b-it,20,180
719,multiarith,punctuation_10,gemma-3-4b-it,25,180
720,multiarith,punctuation_30,Llama-3.1-8B-Instruct,1,180
721,multiarith,punctuation_30,Llama-3.1-8B-Instruct,5,180
722,multiarith,punctuation_30,Llama-3.1-8B-Instruct,10,180
723,multiarith,punctuation_30,Llama-3.1-8B-Instruct,15,180
724,multiarith,punctuation_30,Llama-3.1-8B-Instruct,20,180
725,multiarith,punctuation_30,Llama-3.1-8B-Instruct,25,180
726,multiarith,punctuation_30,Mistral-7B-Instruct-v0.3,1,180
727,multiarith,punctuation_30,Mistral-7B-Instruct-v0.3,5,180
728,multiarith,punctuation_30,Mistral-7B-Instruct-v0.3,10,180
729,multiarith,punctuation_30,Mistral-7B-Instruct-v0.3,15,180
730,multiarith,punctuation_30,Mistral-7B-Instruct-v0.3,20,180
731,multiarith,punctuation_30,Mistral-7B-Instruct-v0.3,25,180
732,multiarith,punctuation_30,Qwen3-14B,1,180
733,multiarith,punctuation_30,Qwen3-14B,5,180
734,multiarith,punctuation_30,Qwen3-14B,10,180
735,multiarith,punctuation_30,Qwen3-14B,15,180
736,multiarith,punctuation_30,Qwen3-14B,20,180
737,multiarith,punctuation_30,Qwen3-14B,25,180
738,multiarith,punctuation_30,Qwen3-4B,1,180
739,multiarith,punctuation_30,Qwen3-4B,5,180
740,multiarith,punctuation_30,Qwen3-4B,10,180
741,multiarith,punctuation_30,Qwen3-4B,15,180
742,multiarith,punctuation_30,Qwen3-4B,20,180
743,multiarith,punctuation_30,Qwen3-4B,25,180
744,multiarith,punctuation_30,gemma-3-12b-it,1,180
745,multiarith,punctuation_30,gemma-3-12b-it,5,180
746,multiarith,punctuation_30,gemma-3-12b-it,10,180
747,multiarith,punctuation_30,gemma-3-12b-it,15,180
748,multiarith,punctuation_30,gemma-3-12b-it,20,180
749,multiarith,punctuation_30,gemma-3-12b-it,25,180
750,multiarith,punctuation_30,gemma-3-4b-it,1,180
751,multiarith,punctuation_30,gemma-3-4b-it,5,180
752,multiarith,punctuation_30,gemma-3-4b-it,10,180
753,multiarith,punctuation_30,gemma-3-4b-it,15,180
754,multiarith,punctuation_30,gemma-3-4b-it,20,180
755,multiarith,punctuation_30,gemma-3-4b-it,25,180
756,multiarith,punctuation_50,Llama-3.1-8B-Instruct,1,180
757,multiarith,punctuation_50,Llama-3.1-8B-Instruct,5,169
758,multiarith,punctuation_50,Llama-3.1-8B-Instruct,10,80
759,multiarith,punctuation_50,Llama-3.1-8B-Instruct,15,80
760,multiarith,punctuation_50,Llama-3.1-8B-Instruct,20,80
761,multiarith,punctuation_50,Llama-3.1-8B-Instruct,25,80
762,multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,1,180
763,multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,5,180
764,multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,10,180
765,multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,15,180
766,multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,20,180
767,multiarith,punctuation_50,Mistral-7B-Instruct-v0.3,25,180
768,multiarith,punctuation_50,Qwen3-14B,1,180
769,multiarith,punctuation_50,Qwen3-14B,5,180
770,multiarith,punctuation_50,Qwen3-14B,10,180
771,multiarith,punctuation_50,Qwen3-14B,15,180
772,multiarith,punctuation_50,Qwen3-14B,20,180
773,multiarith,punctuation_50,Qwen3-14B,25,180
774,multiarith,punctuation_50,Qwen3-4B,1,180
775,multiarith,punctuation_50,Qwen3-4B,5,180
776,multiarith,punctuation_50,Qwen3-4B,10,180
777,multiarith,punctuation_50,Qwen3-4B,15,180
778,multiarith,punctuation_50,Qwen3-4B,20,180
779,multiarith,punctuation_50,Qwen3-4B,25,180
780,multiarith,punctuation_50,gemma-3-12b-it,1,180
781,multiarith,punctuation_50,gemma-3-12b-it,5,180
782,multiarith,punctuation_50,gemma-3-12b-it,10,180
783,multiarith,punctuation_50,gemma-3-12b-it,15,180
784,multiarith,punctuation_50,gemma-3-12b-it,20,180
785,multiarith,punctuation_50,gemma-3-12b-it,25,180
786,multiarith,punctuation_50,gemma-3-4b-it,1,180
787,multiarith,punctuation_50,gemma-3-4b-it,5,180
788,multiarith,punctuation_50,gemma-3-4b-it,10,180
789,multiarith,punctuation_50,gemma-3-4b-it,15,180
790,multiarith,punctuation_50,gemma-3-4b-it,20,180
791,multiarith,punctuation_50,gemma-3-4b-it,25,180
792,multiarith,r2ata,Llama-3.1-8B-Instruct,1,180
793,multiarith,r2ata,Llama-3.1-8B-Instruct,5,180
794,multiarith,r2ata,Llama-3.1-8B-Instruct,10,180
795,multiarith,r2ata,Llama-3.1-8B-Instruct,15,180
796,multiarith,r2ata,Llama-3.1-8B-Instruct,20,180
797,multiarith,r2ata,Llama-3.1-8B-Instruct,25,180
798,multiarith,r2ata,Mistral-7B-Instruct-v0.3,1,180
799,multiarith,r2ata,Mistral-7B-Instruct-v0.3,5,180
800,multiarith,r2ata,Mistral-7B-Instruct-v0.3,10,180
801,multiarith,r2ata,Mistral-7B-Instruct-v0.3,15,180
802,multiarith,r2ata,Mistral-7B-Instruct-v0.3,20,180
803,multiarith,r2ata,Mistral-7B-Instruct-v0.3,25,180
804,multiarith,r2ata,Qwen3-14B,1,180
805,multiarith,r2ata,Qwen3-14B,5,180
806,multiarith,r2ata,Qwen3-14B,10,180
807,multiarith,r2ata,Qwen3-14B,15,180
808,multiarith,r2ata,Qwen3-14B,20,180
809,multiarith,r2ata,Qwen3-14B,25,180
810,multiarith,r2ata,Qwen3-4B,1,180
811,multiarith,r2ata,Qwen3-4B,5,180
812,multiarith,r2ata,Qwen3-4B,10,180
813,multiarith,r2ata,Qwen3-4B,15,180
814,multiarith,r2ata,Qwen3-4B,20,180
815,multiarith,r2ata,Qwen3-4B,25,180
816,multiarith,r2ata,gemma-3-12b-it,1,180
817,multiarith,r2ata,gemma-3-12b-it,5,180
818,multiarith,r2ata,gemma-3-12b-it,10,180
819,multiarith,r2ata,gemma-3-12b-it,15,180
820,multiarith,r2ata,gemma-3-12b-it,20,180
821,multiarith,r2ata,gemma-3-12b-it,25,180
822,multiarith,r2ata,gemma-3-4b-it,1,180
823,multiarith,r2ata,gemma-3-4b-it,5,180
824,multiarith,r2ata,gemma-3-4b-it,10,180
825,multiarith,r2ata,gemma-3-4b-it,15,180
826,multiarith,r2ata,gemma-3-4b-it,20,180
827,multiarith,r2ata,gemma-3-4b-it,25,180
828,multiarith,wikitypo,Llama-3.1-8B-Instruct,1,180
829,multiarith,wikitypo,Llama-3.1-8B-Instruct,5,180
830,multiarith,wikitypo,Llama-3.1-8B-Instruct,10,180
831,multiarith,wikitypo,Llama-3.1-8B-Instruct,15,180
832,multiarith,wikitypo,Llama-3.1-8B-Instruct,20,180
833,multiarith,wikitypo,Llama-3.1-8B-Instruct,25,180
834,multiarith,wikitypo,Mistral-7B-Instruct-v0.3,1,80
835,multiarith,wikitypo,Mistral-7B-Instruct-v0.3,5,80
836,multiarith,wikitypo,Mistral-7B-Instruct-v0.3,10,80
837,multiarith,wikitypo,Mistral-7B-Instruct-v0.3,15,80
838,multiarith,wikitypo,Mistral-7B-Instruct-v0.3,20,80
839,multiarith,wikitypo,Mistral-7B-Instruct-v0.3,25,80
840,multiarith,wikitypo,Qwen3-14B,1,180
841,multiarith,wikitypo,Qwen3-14B,5,180
842,multiarith,wikitypo,Qwen3-14B,10,180
843,multiarith,wikitypo,Qwen3-14B,15,180
844,multiarith,wikitypo,Qwen3-14B,20,180
845,multiarith,wikitypo,Qwen3-14B,25,180
846,multiarith,wikitypo,Qwen3-4B,1,180
847,multiarith,wikitypo,Qwen3-4B,5,180
848,multiarith,wikitypo,Qwen3-4B,10,180
849,multiarith,wikitypo,Qwen3-4B,15,180
850,multiarith,wikitypo,Qwen3-4B,20,180
851,multiarith,wikitypo,Qwen3-4B,25,180
852,multiarith,wikitypo,gemma-3-12b-it,1,180
853,multiarith,wikitypo,gemma-3-12b-it,5,180
854,multiarith,wikitypo,gemma-3-12b-it,10,180
855,multiarith,wikitypo,gemma-3-12b-it,15,180
856,multiarith,wikitypo,gemma-3-12b-it,20,180
857,multiarith,wikitypo,gemma-3-12b-it,25,180
858,multiarith,wikitypo,gemma-3-4b-it,1,180
859,multiarith,wikitypo,gemma-3-4b-it,5,180
860,multiarith,wikitypo,gemma-3-4b-it,10,180
861,multiarith,wikitypo,gemma-3-4b-it,15,180
862,multiarith,wikitypo,gemma-3-4b-it,20,180
863,multiarith,wikitypo,gemma-3-4b-it,25,180
