,state,ground_truth,final_answer,completions_0,completions_1,completions_2,completions_3,completions_4,completions_5,completions_6,completions_7,completions_8,completions_9,completions_10,completions_11,completions_12,completions_13,completions_14,answers_0,answers_1,answers_2,answers_3,answers_4,answers_5,answers_6,answers_7,answers_8,answers_9,answers_10,answers_11,answers_12,answers_13,answers_14,total_prompt_tokens,total_completion_tokens
68,"Can you solve the following math problem?  Mike made 14 dollars mowing lawns and 26 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",8.0,8.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],8.0,8,8,8.0,8,8.0,8,5,42,8,8,8,18.0,8,8.0,1875,6796
69,"Can you solve the following math problem?  Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",34.0,34.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],34.0,34,34,34.0,34,34.0,34,34,34,34,34,34,34.0,34,34.0,1975,6486
70,"Can you solve the following math problem?  Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",16.0,16.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],16.0,16,16,16.0,16,16.0,16,16,16,16,16,16,16.0,16,16.0,2075,4582
71,"Can you solve the following math problem?  A chef needs to cook 9 potatoes. He has already cooked 7. If each potato takes 3 minutes to cook, how long will it take him to cook the rest?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",6.0,6.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],6.0,6,6,6.0,6,6.0,6,6,6,6,6,6,6.0,6,6.0,1950,3189
72,"Can you solve the following math problem?  While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",55.0,55.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],55.0,55,55,55.0,55,55.0,55,55,55,55,55,55,55.0,55,55.0,2100,4932
73,"Can you solve the following math problem?  A pet shelter had 2 puppies when another 34 were brought in. If 4 puppies a day are adopted, how long would it take for all of them to be adopted?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",9.0,9.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],9.0,9,9,9.0,9,9.0,9,9,9,9,9,9,9.0,9,9.0,1975,5782
74,"Can you solve the following math problem?  Will had 59 pieces of clothing to wash. He put 32 of them in one load, but decided to split the rest into 9 equal loads. How many pieces of clothing could go in each of the small loads?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",3.0,3.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3.0,3,3,3.0,3,3.0,3,3,3,3,3,3,3.0,3,3.0,2225,4834
75,"Can you solve the following math problem?  Adam bought 2 boxes of chocolate candy and 5 boxes of caramel candy. If each box has 4 pieces inside it, how much candy did he have total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",28.0,28.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],28.0,28,28,28.0,28,28.0,28,28,28,28,28,28,28.0,28,28.0,1875,3988
76,"Can you solve the following math problem?  April's discount flowers was having a sale where each flower was 6 dollars. If Katie bought 5 roses and 5 daisies, how much did she spend?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",60.0,60.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],60.0,60,60,60.0,60,60.0,60,60,60,60,60,60,60.0,60,60.0,1875,6059
77,"Can you solve the following math problem?  At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",53.0,53.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],16.0,53,53,53.0,53,69.0,53,16,53,53,53,53,69.0,53,53.0,1950,27940
78,"Can you solve the following math problem?  Maria picked 48 carrots from her garden. If she threw out 11 of them and then picked 15 more the next day, how many carrots would she have total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",52.0,52.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],52.0,52,52,52.0,52,52.0,52,52,52,52,52,52,52.0,52,52.0,1975,2671
79,"Can you solve the following math problem?  A florist had 50 roses. If she sold 15 of them and then later picked 21 more, how many roses would she have?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",56.0,56.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],56.0,56,56,56.0,56,56.0,56,56,56,56,56,56,56.0,56,56.0,1825,3723
80,"Can you solve the following math problem?  Isabel had 2 pages of math homework and 4 pages of reading homework. If each page had 5 problems on it, how many problems did she have to complete total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",30.0,30.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],30.0,30,30,30.0,30,30.0,30,30,30,30,30,30,30.0,30,30.0,1950,4066
81,"Can you solve the following math problem?  There were 4 friends playing a video game online when 5 more players joined the game. If each player had 3 lives, how many lives did they have total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",27.0,27.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],27.0,27,27,27.0,27,27.0,27,27,27,162,27,27,27.0,27,27.0,1900,8900
82,"Can you solve the following math problem?  Kaleb had 12 dollars. If he spent 8 bucks on a new game, how many 2 dollar toys could he buy with the money he had left?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",2.0,2.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2.0,2,2,2.0,2,2.0,2,2,2,2,2,2,2.0,2,2.0,1900,4484
83,"Can you solve the following math problem?  Katie had 7 pages of math homework and 3 pages of reading homework. If each page had 9 problems on it, how many problems did she have to complete total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",90.0,90.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],90.0,90,90,90.0,90,90.0,90,90,90,90,90,90,90.0,90,90.0,1925,3845
84,"Can you solve the following math problem?  While shopping for music online, Janet bought 6 country albums and 2 pop albums. Each album came with a lyric sheet and had 9 songs. How many songs did Janet buy total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",72.0,72.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],72.0,72,72,72.0,72,72.0,72,62,72,72,72,72,72.0,72,72.0,2000,3291
85,"Can you solve the following math problem?  Jerry made 14 dollars mowing lawns and 31 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",9.0,9.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],9.0,9,9,9.0,9,9.0,9,9,24,9,9,9,9.0,9,9.0,1875,4203
86,"Can you solve the following math problem?  Adam had 33 books. If he sold 11 of them and used the money he earned to buy 23 new books, how many books would Adam have?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",45.0,45.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],45.0,45,45,45.0,45,45.0,45,45,45,45,45,45,45.0,45,45.0,1925,3502
87,"Can you solve the following math problem?  Kaleb was collecting cans for recycling. On Saturday he filled 5 bags up and on Sunday he filled 5 more bags. If each bag had 4 cans in it, how many cans did he pick up total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",40.0,40.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],40.0,40,40,40.0,40,40.0,40,40,40,40,40,40,40.0,40,40.0,2150,12141
88,"Can you solve the following math problem?  Nancy was organizing her book case making sure each of the shelves had exactly 6 books on it. If she had 2 shelves of mystery books and 6 shelves of picture books, how many books did she have total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",48.0,48.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],48.0,48,48,48.0,48,48.0,48,48,48,48,48,48,48.0,48,48.0,2150,6900
89,"Can you solve the following math problem?  Paul had saved up 3 dollars. If he received another 7 dollars for his allowance, how many 5 dollar toys could he buy?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",2.0,2.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2.0,2,2,2.0,2,2.0,2,2,2,2,2,2,2.0,2,2.0,1750,4950
90,"Can you solve the following math problem?  Wendy was playing a video game and had 43 lives. In a hard part of the game she lost 8 lives. If she got 39 more lives in the next level, how many lives would she have?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",74.0,74.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],74.0,74,74,74.0,74,74.0,74,74,74,74,74,74,74.0,74,8.0,2175,3183
91,"Can you solve the following math problem?  Katie had 85 files on her computer. She deleted 40 of them and put the rest into folders with 5 files in each one. How many folders did Katie end up with?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",9.0,9.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],9.0,9,9,9.0,9,9.0,9,9,9,9,9,9,9.0,9,9.0,2025,5073
92,"Can you solve the following math problem?  Will was working as a sacker at a grocery store where he made 8 dollars an hour. On Monday he worked 8 hours and on Tuesday he worked 2 hours. How much money did Will make in those two days?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",80.0,80.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],80.0,80,80,80.0,80,80.0,80,80,80,80,80,80,80.0,80,80.0,2200,6251
93,"Can you solve the following math problem?  For the school bake sale Carol made 19 cupcakes. If she sold 6 of them and then made 27 more, how many cupcakes would she have?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",40.0,40.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],40.0,40,40,40.0,40,40.0,40,40,40,40,40,40,40.0,40,40.0,1875,2446
94,"Can you solve the following math problem?  A trivia team had 14 members total, but during a game 7 members didn't show up. If each member that did show up scored 5 points, how many points were scored total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",35.0,35.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],35.0,35,35,35.0,35,35.0,35,35,35,35,35,35,35.0,35,35.0,2075,11452
95,"Can you solve the following math problem?  A trivia team had 5 members total, but during a game 2 members didn't show up. If each member that did show up scored 6 points, how many points were scored total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",18.0,18.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],18.0,18,18,18.0,18,18.0,18,18,18,18,18,18,18.0,18,1.0,2050,18230
96,"Can you solve the following math problem?  Oliver is at the library helping put away books. There are 46 book to put away total but a librarian takes 10 of them and leaves Oliver with the rest. If he can fit 4 books on a shelf, how many shelves will he need?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",9.0,9.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],9.0,9,9,9.0,9,9.0,9,9,9,9,9,9,9.0,9,9.0,2375,2736
97,"Can you solve the following math problem?  Luke was putting his spare change into piles. He had 5 piles of quarters and 5 piles of dimes. If each pile had 3 coins in it, how many coins did he have total?  Explain your reasoning. Your final answer should be a single numerical number, in the form \boxed{answer}, at the end of your response. ",30.0,30.0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],20.0,30,30,30.0,30,30.0,30,30,30,30,30,30,30.0,30,30.0,2050,11797
